web-scraper-order,web-scraper-start-url,link,link-href,salary,location,skills,load,load-href,name
1571577855-459,https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+analyst&location=,"9 days ago
Data Analyst

System One
Denver
Contractor


System One is currently seeking a Data Analyst on a 6 month contract position for a major utility located in Denver, CO. Data Analyst Responsibilities: Responsible for analyzing data from SAP, Smal...
$41.25 - $57.25 / hour


Easy Apply",https://www.careerbuilder.com/job/J3T5KN6MFHZHFZ58L68?ipath=CRJR23,$49 ,Denver,Microsoft Access,,,Data Analyst
1571577853-451,https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+analyst&location=,"6 days ago
Data Analyst

Ultimate
Orlando
Full Time


The Data Analyst assists the Medical Economics Manager in providing knowledge to acquire, manage, and analyze data and reports. They support the analytical, Network and in Office staff and projects...
$40,000 - $55,000 / year


Easy Apply",https://www.careerbuilder.com/job/J3S2MT6J915VX606B86?ipath=CRJR24,$48K,Orlando,Medicare Advantage,,,Data Analyst
1571577878-525,https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+analyst&location=,"4 days ago
Data Analyst II

Clayton Homes
Maryville
Full Time


We are seeking a skilled Data Analyst to help Clayton answer tough questions with data. The mission for the Data Analytics team is to partner with the business units to provide analyses and tools t...



Easy Apply",https://www.careerbuilder.com/job/J3W3FQ6X50ZHJS0H0DF?ipath=CRJR12,$81K,Maryville,Data Visualization,,,Data Analyst II
1571577860-467,https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+analyst&location=,"4 days ago
Data Analyst

Kforce Technology
Webster
Contractor


Kforce has a client in search of a Data Analyst in Webster, Texas (TX).
Key Responsibilities:
Mine vast aviation data to develop new insights for growth and performance
Merge and transform ...



Easy Apply",https://www.careerbuilder.com/job/J3W5PS6N5CPJMZGGKK5?ipath=CRJR21,$89K,Webster,Data Analysis,,,Data Analyst
1571577882-535,https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+analyst&location=,"I


1 day ago
Master Data Analyst

Integrated Resources, Inc
Bridgewater Township
Contractor


The Master Data Analyst, Trade Operations, is responsible for tasks related to process and data integrity, and project management related to systems enhancements and reporting. The incumbent shall ...



Easy Apply",https://www.careerbuilder.com/job/J3N4NG675G5KLPPPKMH?ipath=CRJR10,$110K,Bridgewater Township,Numbers (Spreadsheet),,,Master Data Analyst
1571577889-552,https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+analyst&location=,"3 days ago
Oracle Data Analyst

MDI Group
Greenville
Full Time


Administer and maintain the performance of Oracle applications including installation, performance tuning, patching, cloning, backups, system administration and upgrades. Administer support and mai...
$100,000 / year


Easy Apply",https://www.careerbuilder.com/job/J3W3VB73VM5FF40WMRP?ipath=CRJR7,$100K,Greenville,R12 (Software),,,Oracle Data Analyst
1571577900-583,https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+analyst&location=,"2 days ago
Data Analyst

Robert Half Technology
Cedar Rapids
Full Time


Do you have a passion for Data, if so I have a great full time opportunity in Cedar Rapids, Iowa. They are looking for a Data Analyst to help generate, convert, and migrate data from files for revi...
$50,000 - $70,000 / year


Easy Apply",https://www.careerbuilder.com/job/J3N0Q76388MRPN14P47?ipath=CRJR2,$60K,Cedar Rapids,Learning,,,Data Analyst
1571577853-449,https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+analyst&location=,"6 days ago
Data Analyst

Ultimate
Orlando
Full Time


The Data Analyst assists the Medical Economics Manager in providing knowledge to acquire, manage, and analyze data and reports. They support the analytical, Network and in Office staff and projects...
$40,000 - $55,000 / year


Easy Apply",https://www.careerbuilder.com/job/J3S2MT6J915VX606B86?ipath=CRJR24,$48K,Orlando,Economics,,,Data Analyst
1571577887-549,https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+analyst&location=,"3 days ago
Data Analyst

Fast Switch, Ltd.
Brea
Contractor


Data Analyst . We are currently seeking a Data Analyst with 3+ years of experience to help a team in Brea, CA. Required Skills: Data Profiling Data Analysis Data Mapping Strong SQL Source-Target Da...



Easy Apply",https://www.careerbuilder.com/job/J3M4WF6M6WNPY41D51N?ipath=CRJR8,$85K,Brea,Switch (Electrical Components),,,Data Analyst
1571577896-569,https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+analyst&location=,"E


3 days ago
Data Analyst

Eliassen Group
Durham
Contractor


Are you a skilled Data Analyst with exceptional SQL skills? Are you interested in working for a leading healthcare organization? If so, we may have the ideal role for you with our client in Durham!...



Easy Apply",https://www.careerbuilder.com/job/J3W3626LTGJ76FLTSXX?ipath=CRJR4,$85K,Durham,Data Analysis,,,Data Analyst
1571577885-544,https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+analyst&location=,"4 days ago
Data Analyst

Accountemps
Minneapolis
Seasonal / Temp


Accountemps is working with a thriving company in the Retail industry to find a skilled Data Analyst. There is a Data Analyst job open for candidates who are interested in becoming a key business p...
$28.77 - $33.31 / hour


Easy Apply",https://www.careerbuilder.com/job/J3N50F6XZG7PRDB3LKB?ipath=CRJR9,$30 ,Minneapolis,Finance,,,Data Analyst
1571577887-550,https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+analyst&location=,"3 days ago
Data Analyst

Fast Switch, Ltd.
Brea
Contractor


Data Analyst . We are currently seeking a Data Analyst with 3+ years of experience to help a team in Brea, CA. Required Skills: Data Profiling Data Analysis Data Mapping Strong SQL Source-Target Da...



Easy Apply",https://www.careerbuilder.com/job/J3M4WF6M6WNPY41D51N?ipath=CRJR8,$85K,Brea,Sql (Programming Language),,,Data Analyst
1571577853-453,https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+analyst&location=,"6 days ago
Data Analyst

Ultimate
Orlando
Full Time


The Data Analyst assists the Medical Economics Manager in providing knowledge to acquire, manage, and analyze data and reports. They support the analytical, Network and in Office staff and projects...
$40,000 - $55,000 / year


Easy Apply",https://www.careerbuilder.com/job/J3S2MT6J915VX606B86?ipath=CRJR24,$48K,Orlando,Computer Sciences,,,Data Analyst
1571577900-584,https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+analyst&location=,"2 days ago
Data Analyst

Robert Half Technology
Cedar Rapids
Full Time


Do you have a passion for Data, if so I have a great full time opportunity in Cedar Rapids, Iowa. They are looking for a Data Analyst to help generate, convert, and migrate data from files for revi...
$50,000 - $70,000 / year


Easy Apply",https://www.careerbuilder.com/job/J3N0Q76388MRPN14P47?ipath=CRJR2,$60K,Cedar Rapids,Microsoft Access,,,Data Analyst
1571577862-473,https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+analyst&location=,"5 days ago
Junior Data Analyst

LMI
Arlington
Full Time


LMI is currently seeking a Junior Data Analyst in LMI’s Advanced Analytics service line to design and implement business critical data management &amp; analysis. The Junior Data Analyst will work w...",https://www.careerbuilder.com/job/J3T1YL6VLBSS4CJ57GK?ipath=CRJR20,$100K,Arlington,Data Science,,,Junior Data Analyst
1571577878-523,https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+analyst&location=,"4 days ago
Data Analyst II

Clayton Homes
Maryville
Full Time


We are seeking a skilled Data Analyst to help Clayton answer tough questions with data. The mission for the Data Analytics team is to partner with the business units to provide analyses and tools t...



Easy Apply",https://www.careerbuilder.com/job/J3W3FQ6X50ZHJS0H0DF?ipath=CRJR12,$81K,Maryville,Tableau (Busines Intelligence Software),,,Data Analyst II
1571577893-563,https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+analyst&location=,"1 day ago
Data Analyst

Kelly IT Resources
Sacramento
Full Time


Kelly IT has an opening for a temp to hire or Direct Hire Data Analyst to work with our client in Sacramento, CA.
SUMMARY
In the role, you will work cross-functionally with product, marketi...



Easy Apply",https://www.careerbuilder.com/job/J3T7K85VJDHZD857GPB?ipath=CRJR5,$89K,Sacramento,Management,,,Data Analyst
1571577893-565,https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+analyst&location=,"1 day ago
Data Analyst

Kelly IT Resources
Sacramento
Full Time


Kelly IT has an opening for a temp to hire or Direct Hire Data Analyst to work with our client in Sacramento, CA.
SUMMARY
In the role, you will work cross-functionally with product, marketi...



Easy Apply",https://www.careerbuilder.com/job/J3T7K85VJDHZD857GPB?ipath=CRJR5,$89K,Sacramento,Communication,,,Data Analyst
1571577857-462,https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+analyst&location=,"5 days ago
Data Analyst / Intern

Kforce Technology
Phoenix
Contractor


Kforce has a client in search of a Data Analyst/Intern in Phoenix, Arizona (AZ).
Summary:
The Data Analyst (Intern) will be responsible for the development of analytical infrastructure and comp...



Easy Apply",https://www.careerbuilder.com/job/J3S4HY6P8XHFF6LV883?ipath=CRJR22,$77K,Phoenix,Data Mining,,,Data Analyst / Intern
1571577878-524,https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+analyst&location=,"4 days ago
Data Analyst II

Clayton Homes
Maryville
Full Time


We are seeking a skilled Data Analyst to help Clayton answer tough questions with data. The mission for the Data Analytics team is to partner with the business units to provide analyses and tools t...



Easy Apply",https://www.careerbuilder.com/job/J3W3FQ6X50ZHJS0H0DF?ipath=CRJR12,$81K,Maryville,Dashboard,,,Data Analyst II
1571577857-465,https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+analyst&location=,"5 days ago
Data Analyst / Intern

Kforce Technology
Phoenix
Contractor


Kforce has a client in search of a Data Analyst/Intern in Phoenix, Arizona (AZ).
Summary:
The Data Analyst (Intern) will be responsible for the development of analytical infrastructure and comp...



Easy Apply",https://www.careerbuilder.com/job/J3S4HY6P8XHFF6LV883?ipath=CRJR22,$77K,Phoenix,Apache Spark,,,Data Analyst / Intern
1571577868-491,https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+analyst&location=,"2 days ago
Data Analyst

TEKsystems, Inc
Rockville
Full Time


TEKsystems has partnered with a non-profit financial organization in search of a Data Analyst. Data Analyst: 1) Experience as a Developer or Data Analyst. Any years of experience will be considered...



Easy Apply",https://www.careerbuilder.com/job/J3Q8765XYKX0RXF2XVB?ipath=CRJR17,$95K,Rockville,User Feedback,,,Data Analyst
1571577864-483,https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+analyst&location=,"2 days ago
Data Analyst

Collabera
Chicago
Contractor


• Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy • Strong data governance and anal...
$40 - $60 / hour


Easy Apply",https://www.careerbuilder.com/job/J3M7026FM3HRHYZ8YLQ?ipath=CRJR19,$50 ,Chicago,Attention To Detail,,,Data Analyst
1571577893-564,https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+analyst&location=,"1 day ago
Data Analyst

Kelly IT Resources
Sacramento
Full Time


Kelly IT has an opening for a temp to hire or Direct Hire Data Analyst to work with our client in Sacramento, CA.
SUMMARY
In the role, you will work cross-functionally with product, marketi...



Easy Apply",https://www.careerbuilder.com/job/J3T7K85VJDHZD857GPB?ipath=CRJR5,$89K,Sacramento,Analysis,,,Data Analyst
1571577862-476,https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+analyst&location=,"5 days ago
Junior Data Analyst

LMI
Arlington
Full Time


LMI is currently seeking a Junior Data Analyst in LMI’s Advanced Analytics service line to design and implement business critical data management &amp; analysis. The Junior Data Analyst will work w...",https://www.careerbuilder.com/job/J3T1YL6VLBSS4CJ57GK?ipath=CRJR20,$100K,Arlington,Data Mining,,,Junior Data Analyst
1571577878-526,https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+analyst&location=,"4 days ago
Data Analyst II

Clayton Homes
Maryville
Full Time


We are seeking a skilled Data Analyst to help Clayton answer tough questions with data. The mission for the Data Analytics team is to partner with the business units to provide analyses and tools t...



Easy Apply",https://www.careerbuilder.com/job/J3W3FQ6X50ZHJS0H0DF?ipath=CRJR12,$81K,Maryville,Amazon Web Services,,,Data Analyst II
1571577857-466,https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+analyst&location=,"5 days ago
Data Analyst / Intern

Kforce Technology
Phoenix
Contractor


Kforce has a client in search of a Data Analyst/Intern in Phoenix, Arizona (AZ).
Summary:
The Data Analyst (Intern) will be responsible for the development of analytical infrastructure and comp...



Easy Apply",https://www.careerbuilder.com/job/J3S4HY6P8XHFF6LV883?ipath=CRJR22,$77K,Phoenix,Apache Hadoop,,,Data Analyst / Intern
1571577857-464,https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+analyst&location=,"5 days ago
Data Analyst / Intern

Kforce Technology
Phoenix
Contractor


Kforce has a client in search of a Data Analyst/Intern in Phoenix, Arizona (AZ).
Summary:
The Data Analyst (Intern) will be responsible for the development of analytical infrastructure and comp...



Easy Apply",https://www.careerbuilder.com/job/J3S4HY6P8XHFF6LV883?ipath=CRJR22,$77K,Phoenix,Map Reduce,,,Data Analyst / Intern
1571577860-472,https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+analyst&location=,"4 days ago
Data Analyst

Kforce Technology
Webster
Contractor


Kforce has a client in search of a Data Analyst in Webster, Texas (TX).
Key Responsibilities:
Mine vast aviation data to develop new insights for growth and performance
Merge and transform ...



Easy Apply",https://www.careerbuilder.com/job/J3W5PS6N5CPJMZGGKK5?ipath=CRJR21,$89K,Webster,Eloqua,,,Data Analyst
1571577887-545,https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+analyst&location=,"3 days ago
Data Analyst

Fast Switch, Ltd.
Brea
Contractor


Data Analyst . We are currently seeking a Data Analyst with 3+ years of experience to help a team in Brea, CA. Required Skills: Data Profiling Data Analysis Data Mapping Strong SQL Source-Target Da...



Easy Apply",https://www.careerbuilder.com/job/J3M4WF6M6WNPY41D51N?ipath=CRJR8,$85K,Brea,Attention To Detail,,,Data Analyst
1571577851-448,https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+analyst&location=,"10 days ago
Lead Data Analyst

Ledgent Technology
Irvine
Full Time


The Lead Data Analyst will conduct complex performance and opportunity assessments to inform decision-making, policy development, system development, and management. This role will partner closely ...
$90,000 - $110,000 / year


Easy Apply",https://www.careerbuilder.com/job/J3N1LV5WHRL7WBFGD68?ipath=CRJR25,$100K,Irvine,Recruitment,,,Lead Data Analyst
1571577866-486,https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+analyst&location=,"7 days ago
Data Analyst II

CoStar Group
San Francisco
Full Time


CoStar Group, the parent company of BizBuySell.com, BizQuest.com and FindaFranchise.com, is looking for a full time Data Analyst to join the Analytics team to research trends, provide insights and ...",https://www.careerbuilder.com/job/J3N6VX68TLKLZ6952SQ?ipath=CRJR18,$120K,San Francisco,Data Analysis,,,Data Analyst II
1571577889-551,https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+analyst&location=,"3 days ago
Oracle Data Analyst

MDI Group
Greenville
Full Time


Administer and maintain the performance of Oracle applications including installation, performance tuning, patching, cloning, backups, system administration and upgrades. Administer support and mai...
$100,000 / year


Easy Apply",https://www.careerbuilder.com/job/J3W3VB73VM5FF40WMRP?ipath=CRJR7,$100K,Greenville,Disk Cloning,,,Oracle Data Analyst
1571577851-446,https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+analyst&location=,"10 days ago
Lead Data Analyst

Ledgent Technology
Irvine
Full Time


The Lead Data Analyst will conduct complex performance and opportunity assessments to inform decision-making, policy development, system development, and management. This role will partner closely ...
$90,000 - $110,000 / year


Easy Apply",https://www.careerbuilder.com/job/J3N1LV5WHRL7WBFGD68?ipath=CRJR25,$100K,Irvine,Training,,,Lead Data Analyst
1571577872-505,https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+analyst&location=,"13 days ago
DATA ANALYST

The Select Group
Cupertino
Contractor


3+ years of professional experience as a data analyst, business analyst, or similar Experience with ad hoc data analysis (looking for key trends and insights, accessing and manipulating data, etc… ...



Easy Apply",https://www.careerbuilder.com/job/J3S4BR61JKGMCXQZ88C?ipath=CRJR15,$97K,Cupertino,Data Analysis,,,DATA ANALYST
1571577896-573,https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+analyst&location=,"E


3 days ago
Data Analyst

Eliassen Group
Durham
Contractor


Are you a skilled Data Analyst with exceptional SQL skills? Are you interested in working for a leading healthcare organization? If so, we may have the ideal role for you with our client in Durham!...



Easy Apply",https://www.careerbuilder.com/job/J3W3626LTGJ76FLTSXX?ipath=CRJR4,$85K,Durham,Reporting Tools,,,Data Analyst
1571577860-469,https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+analyst&location=,"4 days ago
Data Analyst

Kforce Technology
Webster
Contractor


Kforce has a client in search of a Data Analyst in Webster, Texas (TX).
Key Responsibilities:
Mine vast aviation data to develop new insights for growth and performance
Merge and transform ...



Easy Apply",https://www.careerbuilder.com/job/J3W5PS6N5CPJMZGGKK5?ipath=CRJR21,$89K,Webster,Business Intelligence,,,Data Analyst
1571577889-556,https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+analyst&location=,"3 days ago
Oracle Data Analyst

MDI Group
Greenville
Full Time


Administer and maintain the performance of Oracle applications including installation, performance tuning, patching, cloning, backups, system administration and upgrades. Administer support and mai...
$100,000 / year


Easy Apply",https://www.careerbuilder.com/job/J3W3VB73VM5FF40WMRP?ipath=CRJR7,$100K,Greenville,Materialized View,,,Oracle Data Analyst
1571577872-508,https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+analyst&location=,"13 days ago
DATA ANALYST

The Select Group
Cupertino
Contractor


3+ years of professional experience as a data analyst, business analyst, or similar Experience with ad hoc data analysis (looking for key trends and insights, accessing and manipulating data, etc… ...



Easy Apply",https://www.careerbuilder.com/job/J3S4BR61JKGMCXQZ88C?ipath=CRJR15,$97K,Cupertino,Bash (Scripting Language),,,DATA ANALYST
1571577878-522,https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+analyst&location=,"4 days ago
Data Analyst II

Clayton Homes
Maryville
Full Time


We are seeking a skilled Data Analyst to help Clayton answer tough questions with data. The mission for the Data Analytics team is to partner with the business units to provide analyses and tools t...



Easy Apply",https://www.careerbuilder.com/job/J3W3FQ6X50ZHJS0H0DF?ipath=CRJR12,$81K,Maryville,Complex Problem Solving,,,Data Analyst II
1571577887-548,https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+analyst&location=,"3 days ago
Data Analyst

Fast Switch, Ltd.
Brea
Contractor


Data Analyst . We are currently seeking a Data Analyst with 3+ years of experience to help a team in Brea, CA. Required Skills: Data Profiling Data Analysis Data Mapping Strong SQL Source-Target Da...



Easy Apply",https://www.careerbuilder.com/job/J3M4WF6M6WNPY41D51N?ipath=CRJR8,$85K,Brea,Data Analysis,,,Data Analyst
1571577887-547,https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+analyst&location=,"3 days ago
Data Analyst

Fast Switch, Ltd.
Brea
Contractor


Data Analyst . We are currently seeking a Data Analyst with 3+ years of experience to help a team in Brea, CA. Required Skills: Data Profiling Data Analysis Data Mapping Strong SQL Source-Target Da...



Easy Apply",https://www.careerbuilder.com/job/J3M4WF6M6WNPY41D51N?ipath=CRJR8,$85K,Brea,Extract Transform Load (Etl),,,Data Analyst
1571577882-536,https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+analyst&location=,"I


1 day ago
Master Data Analyst

Integrated Resources, Inc
Bridgewater Township
Contractor


The Master Data Analyst, Trade Operations, is responsible for tasks related to process and data integrity, and project management related to systems enhancements and reporting. The incumbent shall ...



Easy Apply",https://www.careerbuilder.com/job/J3N4NG675G5KLPPPKMH?ipath=CRJR10,$110K,Bridgewater Township,Data Integrity,,,Master Data Analyst
1571577876-520,https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+analyst&location=,"2 days ago
Data Analyst

American Cybersystems, Inc. (ACS Group)
Berkeley
Contractor


Job Description: Compiles, analyzes and formats data to provide documentation that assists internal customers in the development of corrective and preventative actions. Verifies regulatory conforma...



Easy Apply",https://www.careerbuilder.com/job/JCL7BM5WBMCBCR0CWT4?ipath=CRJR13,$82K,Berkeley,Configuration Management,,,Data Analyst
1571577874-510,https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+analyst&location=,"4 days ago
Data Analyst

Ingenium Talent
Louisville
Full Time


Our client is seeking a Data Analyst/Specialist to lead data management efforts, developing and implementing process and strategies to provide insights to Operations teams. This position will commu...



Easy Apply",https://www.careerbuilder.com/job/J2Y1B46V2QWBTFRP0Z0?ipath=CRJR14,$69K,Louisville,Business Intelligence,,,Data Analyst
1571577870-502,https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+analyst&location=,"A


6 days ago
Data Analyst - Sales Support

Ascent
San Francisco
Contractor


Seeking a data analyst who enjoys using and analyzing data to inform business decisions and drive sales results. The role is global in scope and requires someone who is able to work in a highly mat...



Easy Apply",https://www.careerbuilder.com/job/J3P01T62918W3WGYLZR?ipath=CRJR16,$110K,San Francisco,Sales,,,Data Analyst - Sales Support
1571577864-482,https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+analyst&location=,"2 days ago
Data Analyst

Collabera
Chicago
Contractor


• Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy • Strong data governance and anal...
$40 - $60 / hour


Easy Apply",https://www.careerbuilder.com/job/J3M7026FM3HRHYZ8YLQ?ipath=CRJR19,$50 ,Chicago,Management,,,Data Analyst
1571577860-470,https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+analyst&location=,"4 days ago
Data Analyst

Kforce Technology
Webster
Contractor


Kforce has a client in search of a Data Analyst in Webster, Texas (TX).
Key Responsibilities:
Mine vast aviation data to develop new insights for growth and performance
Merge and transform ...



Easy Apply",https://www.careerbuilder.com/job/J3W5PS6N5CPJMZGGKK5?ipath=CRJR21,$89K,Webster,Presentations,,,Data Analyst
